Time QueueLength
14847.2270226 9
14847.3884189 8
14847.3914704 7
14847.6256092 6
14848.1837898 5
14848.4145568 4
14849.1336145 3
14849.3711718 4
14849.7173344 3
14850.305041 2
14850.335722 1
14850.8173784 2
14852.0855837 1
14853.2250467 0
14855.0200544 1
14855.0632226 2
14855.3386547 3
14855.6248466 2
14855.686401 1
14855.786682 0
14856.0612234 1
14856.3449191 0
14857.6033278 1
14857.9167683 0
14859.6717659 1
14861.6911303 0
14864.2170145 1
14864.5040283 0
14864.5112591 1
14864.8946413 0
14865.7701276 1
14867.0411678 2
14867.1838713 3
14867.3762174 4
14867.3954367 3
14868.2684785 2
14868.4468244 1
14869.1238144 2
14869.3913136 3
14869.568832 2
14869.6163604 1
14869.6620401 0
14870.4738269 1
14871.0521683 0
14872.4748743 1
14872.7855896 0
14873.7900162 1
14873.8039675 2
14874.2582767 1
14874.4687361 0
14877.1261955 1
14877.1890153 2
14878.1926378 3
14878.2331361 4
14878.6147341 5
14879.1588951 4
14879.1739692 3
14879.7730552 2
14879.9517798 3
14880.9396157 2
14881.2550557 3
14881.6212633 4
14881.9476099 3
14882.5448249 4
14883.1225414 5
14883.817518 4
14884.0586154 3
14884.1360362 4
14884.5808168 5
14885.0979158 4
14885.2851492 3
14885.6886748 4
14885.6948013 5
14886.8541832 4
14887.0814042 5
14887.2259467 6
14888.969482 5
14889.7132897 6
14890.6298899 5
14890.8402822 6
14893.3722251 7
14894.1782354 8
14894.413752 7
14894.6825779 6
14895.3401031 7
14896.3330377 6
14896.681605 7
14896.7885615 6
14897.213803 5
14897.2818117 6
14897.546128 7
14898.578662 6
14898.7256009 5
14899.3145165 6
14899.568349 7
14900.0391508 6
14900.6925793 5
14900.6993442 4
14901.0761894 3
14901.1005864 2
14901.1828016 1
14901.2715464 2
14901.9042491 1
14903.6038131 0
14906.1979973 1
14906.2062097 0
14906.9720693 1
14907.1115303 0
14908.207818 1
14908.8167211 0
14909.0574914 1
14909.1516888 2
14909.1986353 1
14909.3052115 0
14909.7194972 1
14909.9999802 0
14911.3182486 1
14911.8553741 2
14912.0678871 1
14912.0964713 0
14914.0735906 1
14914.4262922 0
14919.839616 1
14920.8843649 0
14920.9989489 1
14921.8815968 0
14923.6985467 1
14924.3825032 0
14924.6189777 1
14925.3926189 0
14925.5395666 1
14925.9427809 0
14927.1978459 1
14928.3106857 0
14929.8801945 1
14929.9670949 0
14931.9069714 1
14932.0473673 2
14933.4986552 1
14933.6405029 0
14933.6839043 1
14934.7438209 0
14937.4915496 1
14938.2292828 0
14938.3021075 1
14938.9157135 2
14940.1210397 3
14941.1908282 2
14941.3591976 1
14941.4433279 0
14943.8888484 1
14944.2189307 2
14944.7655551 1
14945.7474061 2
14946.129107 3
14946.5704151 2
14946.9609213 1
14947.5840386 0
14949.2863866 1
14949.7742601 2
14949.9762328 1
14950.0951065 0
14950.2410616 1
14950.4538824 2
14950.4674751 3
14950.6172203 4
14950.6966331 5
14950.8127273 4
14950.8967061 5
14950.9950986 6
14951.0057383 5
14951.3415222 4
14951.4009343 3
14951.4968152 2
14951.6635898 1
14951.8644878 2
14952.0599993 1
14952.4505081 0
14953.3665015 1
14953.7393711 2
14953.7453982 1
14953.8268771 0
14954.9163026 1
14954.9591592 2
14955.2470152 3
14956.7195444 4
14957.4249151 3
14957.6215949 4
14958.3849255 3
14959.1668682 2
14959.3364029 3
14959.7374641 4
14959.9070125 3
14959.9923205 2
14960.0553993 3
14960.1502964 4
14960.3757841 3
14961.1020659 4
14961.1746272 5
14961.417566 4
14962.0379374 5
14963.1015073 4
14963.347275 3
14963.5448759 2
14964.3232623 1
14964.4600324 0
14965.0579826 1
14965.29305 2
14965.4418559 3
14965.5986385 4
14966.4262687 5
14966.4676029 4
14967.2492969 3
14967.2911696 4
14967.9849931 5
14968.0006718 6
14968.1146941 7
14968.1929204 6
14968.2806969 7
14969.2964017 6
14969.6332669 5
14970.6204661 6
14970.8934668 5
14971.5835265 6
14971.6790124 7
14971.7419348 8
14972.4785627 9
14973.1666584 10
14973.3266601 9
14973.7512404 10
14974.1702864 9
14974.5249834 8
14974.5319832 9
14976.169656 8
14976.2443801 7
14976.3628484 6
14977.4990966 5
14978.4083608 4
14978.6595934 5
14979.4080313 6
14979.9971559 5
14980.3550187 6
14980.4050479 7
14980.7108846 8
14980.7412669 7
14980.8611376 8
14981.8157822 9
14982.0169001 8
14983.0134387 7
14983.1075768 8
14983.1345506 9
14983.9591372 8
14985.8147294 7
14985.8682643 6
14985.9740934 5
14987.5141051 4
14988.5798983 5
14989.0024503 6
14989.0521635 7
14989.5333652 8
14990.3115166 7
14990.9807719 6
14991.347655 5
14991.7453003 6
14991.9125996 7
14992.2327454 6
14992.8687415 5
14992.898792 6
14993.1448467 5
14993.3129256 4
14993.6116776 3
14994.3467011 2
14994.4981123 1
14995.1534317 0
14996.9317382 1
14997.7862839 0
14998.9441062 1
14999.3722537 0
15000.5188347 1
15001.0760493 0
15002.3446923 1
15003.5015432 0
15003.619465 1
15004.0250478 2
15004.4098384 1
15004.4484973 0
15004.5235115 1
15004.8642337 0
15006.5009154 1
15007.9699501 0
15012.5408527 1
15013.1036953 0
15014.6654067 1
15014.8795902 2
15014.9153829 3
15015.7950847 2
15015.919683 1
15016.0692314 2
15016.0880062 3
15016.7478695 2
15017.0246071 1
15017.060302 0
15017.9066388 1
15018.034353 0
15018.1474689 1
15018.1706133 0
15018.3217613 1
15018.9072954 0
15019.0827295 1
15019.1947743 0
15019.3151536 1
15019.4167359 0
15019.6072042 1
15019.6920419 0
15019.9087816 1
15020.5891495 0
15021.8217972 1
15022.2495563 2
15022.4648673 1
15022.7412845 0
15025.8872483 1
15026.233835 0
15028.1836378 1
15028.8571382 0
15030.4558513 1
15030.6751375 0
15031.1848337 1
15031.2457251 0
15032.9609249 1
15033.6996555 0
15034.7105092 1
15035.0150702 0
15035.6549266 1
15035.9643558 2
15036.0114311 1
15036.0740486 2
15036.1314508 1
15036.1453068 0
15037.9888117 1
15038.0005782 0
15038.1809562 1
15038.9193378 0
15039.8490897 1
15040.1183457 0
15040.3273089 1
15040.5204303 0
15040.8800909 1
15041.0293902 2
15041.0947285 1
15041.1522199 0
15041.9015927 1
15043.1623187 2
15043.1709025 1
15043.2281691 2
15044.5404946 1
15045.1825931 0
15045.3834726 1
15045.6459249 0
15045.7899675 1
15045.8207822 0
15046.6524966 1
15046.6837576 0
15046.7030169 1
15046.7280662 0
15047.6772401 1
15047.8492033 0
15049.3544171 1
15049.8885856 0
15050.3081773 1
15050.5198383 0
15053.3551682 1
15053.5890234 2
15054.7001187 3
15055.5390827 4
15055.7397622 3
15055.9590153 2
15056.2600198 3
15057.5923031 4
15058.279373 5
15058.4209799 6
15058.4426817 7
15059.0720031 8
15059.2080847 9
15060.4089144 8
15060.4364298 9
15063.103996 10
15063.5142796 9
15064.1679306 10
15065.4407647 9
15065.83724 8
15066.00232 7
15066.777738 8
15066.8937151 7
15066.9393868 6
15067.3541504 5
15067.39115 4
15068.0640376 3
15068.2366735 4
15068.7821553 3
15069.5451954 2
15069.7369733 3
15070.0082844 4
15071.1043388 3
15071.5427809 2
15072.1289884 3
15072.1546176 4
15073.1676351 3
15073.544999 4
15074.9954195 3
15075.0636472 2
15075.6773057 1
15075.9660325 0
15076.8566058 1
15077.5794115 0
15077.8399394 1
15078.2956139 0
15079.8433619 1
15079.894162 0
15081.5331399 1
15085.0505629 2
15085.5719999 3
15086.1115664 2
15086.4988825 1
15086.630222 0
15089.4273199 1
15089.539484 0
15091.3735633 1
15091.3967647 0
15091.4039916 1
15091.4679825 0
15092.0002895 1
15092.0080263 0
15092.1813193 1
15092.4127881 0
15092.8481652 1
15092.9482896 2
15093.1059518 1
15093.1228807 0
15093.7471345 1
15093.9424134 0
15095.4595665 1
15095.5264999 2
15095.6502296 1
15096.2897913 0
15099.3372176 1
15100.0125525 0
15100.2304351 1
15100.2351117 2
15100.6543831 1
15101.1269322 0
15102.0579837 1
15102.2870699 2
15102.4670431 1
15102.5068062 0
15103.1356691 1
15103.2450949 2
15103.5127098 1
15103.6069244 2
15103.6209135 1
15103.6675745 2
15103.926187 3
15104.7720269 2
15104.8393684 1
15105.6451659 2
15105.6868991 1
15105.9093967 0
15105.9192924 1
15105.9326117 0
15107.1884949 1
15107.2619174 2
15108.4333516 1
15109.300004 0
15109.6519452 1
15110.1013971 2
15110.5435893 1
15110.7594933 2
15110.8543913 1
15111.5684119 0
15112.7927676 1
15113.5707339 0
15113.5828141 1
15113.5869056 2
15113.947316 3
15114.3870091 4
15115.0773428 3
15115.7412483 2
15115.7779482 1
15116.28005 0
15118.5624828 1
15118.576529 0
15119.7847848 1
15119.9268823 2
15120.3213725 3
15120.3796114 2
15120.6464161 3
15120.8205537 2
15121.1086108 1
15121.3052257 2
15121.4375297 3
15121.4568297 2
15122.4247995 1
15122.5320274 0
15124.3539577 1
15124.605132 0
15124.8178316 1
15124.8470026 0
15125.3313553 1
15126.5435602 2
15126.7987663 1
15127.6320178 2
15127.644986 3
15127.8823809 2
15128.0401844 3
15128.1525772 2
15128.4209362 1
15128.6065852 2
15130.0751544 1
15130.4180013 2
15130.7352707 1
15130.7982699 2
15130.8349373 3
15130.9696058 4
15131.3096802 3
15132.1856152 2
15132.6137475 1
15133.2183864 2
15133.2198497 1
15133.5191869 2
15133.6706811 1
15133.8998865 2
15134.2901318 1
15134.6421208 0
15135.6896758 1
15136.2686538 2
15136.4756421 1
15136.8299812 0
15136.9183856 1
15136.9567868 0
15137.8697501 1
15137.8955283 0
15140.1544371 1
15140.3030443 0
15140.7162337 1
15140.8669497 2
15140.9933977 3
15142.6949253 4
15142.8255703 3
15143.1895632 2
15143.2582477 1
15143.3256764 0
15145.9275682 1
15146.2979856 2
15146.3582438 3
15147.3917396 2
15147.9464665 1
15148.890453 2
15148.9496112 3
15149.1511476 4
15149.389028 5
15150.6443218 4
15150.915256 5
15150.993316 4
15151.4629503 5
15151.8762 4
15152.834188 3
15153.3678992 4
15153.6878587 5
15154.2531393 4
15154.4960544 3
15155.3895634 4
15155.4868098 3
15156.483506 4
15157.7843674 3
15158.4460444 4
15159.4321547 5
15160.5413322 6
15161.6271838 7
15162.0232807 6
15163.1558207 7
15163.456026 8
15163.6370825 7
15164.1037095 8
15164.348407 7
15164.6797794 6
15165.6485961 5
15165.8811239 4
15166.4006534 5
15169.1470347 6
15170.1635733 5
15171.3030511 6
15171.8329845 7
15172.3153534 8
15173.2638364 9
15173.6041125 8
15174.6719584 9
15176.944945 8
15177.0459533 7
15177.3072216 8
15177.8979102 9
15178.3318309 8
15178.3732303 7
15178.5535773 8
15178.8843743 9
15178.9381355 10
15179.2740317 9
15180.883687 8
15181.0316695 9
15181.2851929 8
15181.365402 7
15181.9238893 6
15182.0924708 5
15182.6004286 4
15183.4212826 5
15183.5924355 6
15184.4282847 5
15184.839059 6
15185.1602348 5
15185.2927111 6
15185.8167227 5
15186.6962815 6
15186.7464839 5
15186.8791036 6
15187.5906646 7
15187.7999735 8
15188.138923 9
15188.9054349 10
15189.3629255 11
15189.7161681 10
15190.180335 9
15190.3254922 8
15191.4087217 9
15192.1752326 10
15192.2567244 9
15193.4950214 10
15194.1729704 9
15194.5851332 8
15194.7226476 7
15194.8681461 8
15195.0897601 9
15195.1079289 10
15195.1279207 9
15195.3051199 8
15195.5804835 7
15196.0828173 8
15196.2976121 7
15197.1891039 8
15198.197863 7
15198.510259 6
15199.1205853 5
15199.1643307 6
15199.2515783 7
15199.9996107 8
15201.2497715 7
15202.2070579 6
15202.4721705 5
15202.4942845 4
15203.2225131 5
15203.3847742 4
15203.9664748 5
15204.176287 4
15204.5993702 3
15204.609333 2
15205.5564317 3
15205.556967 2
15205.8261726 1
15206.7123899 2
15206.9794479 1
15207.8620176 0
15208.0051166 1
15208.0429976 2
15208.4226396 1
15208.8683425 0
15209.1357541 1
15209.1901308 0
15210.301374 1
15210.9421642 2
15211.6871155 3
15211.8557962 2
15212.4626822 3
15212.4814926 2
15212.6103482 3
15213.3811034 4
15213.6259773 5
15213.7539188 4
15214.0271976 3
15214.1734303 4
15214.410352 5
15215.4345643 6
15216.1420377 5
15217.2710114 6
15217.5686739 7
15217.8206411 6
15218.948263 5
15219.0775582 6
15219.2939956 7
15219.601803 8
15219.8314119 9
15219.856324 10
15220.8671273 9
15223.2392743 10
15223.3092293 11
15223.8501114 12
15223.992817 11
15224.4934755 12
15224.6436446 13
15224.67916 12
15225.4524902 11
15225.4641071 10
15225.5871272 9
15225.6724319 10
15226.153234 11
15226.2385385 10
15226.4648771 11
15226.9344403 10
15227.5299885 11
15228.4808183 12
15229.7321044 11
15230.3114905 10
15230.3212888 9
15230.3990366 10
15231.0785251 11
15232.2326559 12
15232.4099751 11
15232.8177746 10
15233.4328552 9
15233.632261 8
15234.1650055 7
15234.7259349 6
15235.1645188 7
15235.6627171 6
15235.774476 5
15235.966192 4
15236.0717602 5
15236.1038698 4
15236.5851733 3
15237.5092842 4
15237.6488006 3
15237.7577258 4
15238.1048015 3
15238.5293512 4
15238.6880771 5
15238.8195611 6
15239.7324119 5
15239.9299921 4
15240.061587 5
15240.2244727 4
15240.2513954 5
15240.2650476 4
15240.6364205 5
15240.7114886 6
15240.890498 7
15241.8320091 8
15242.0475431 9
15242.3793323 8
15244.9360413 7
15245.5456601 6
15246.090507 5
15246.2034739 4
15246.5890754 3
15247.3554753 4
15247.3715628 3
15248.0334064 2
15248.3618741 1
15248.7313405 2
15249.0946217 1
15249.7060771 0
15250.4095228 1
15252.2999681 2
15252.3478119 3
15253.1553226 2
15254.0044871 1
15254.3422536 2
15254.5716823 1
15254.9041723 0
15255.1520175 1
15256.5568598 0
15256.6895726 1
15257.1055033 0
15257.257657 1
15258.4600049 0
15259.6967257 1
15260.1546274 0
15260.5637959 1
15260.7618892 2
15261.037109 3
15261.2633561 2
15261.3497953 1
15261.4626511 0
15262.5236757 1
15262.608229 0
15263.3204108 1
15263.7060683 0
15263.7727561 1
15264.4524622 2
15264.7355685 1
15264.8068362 0
15266.6569147 1
15267.1082767 2
15268.4103518 3
15268.58005 2
15268.6047493 3
15268.7379684 2
15268.8194707 3
15269.186587 2
15269.7557238 3
15271.1293481 4
15271.5969105 5
15272.196746 6
15273.0215911 7
15273.1658201 6
15273.3176817 5
15273.4770875 6
15275.7268088 7
15276.7287046 8
15277.5660436 7
15277.5719004 8
15279.5048343 7
15279.6449421 8
15280.1279793 9
15280.5512288 8
15280.6848297 7
15282.9579279 6
15282.961441 5
15283.1733175 6
15283.3342113 7
15285.1954691 8
15285.73365 9
15285.7823716 8
15286.7903383 9
15286.9120831 8
15287.0573166 9
15288.0186116 8
15288.5188414 7
15288.9979758 6
15289.1001994 7
15289.105496 6
15289.3456962 5
15289.5504278 6
15290.9109669 5
15291.3908294 6
15291.8831806 5
15293.4230913 6
15294.1592033 7
15294.6387057 6
15294.8376666 7
15295.5423488 6
15295.9497685 7
15296.0866027 8
15296.4166804 7
15296.8105327 8
15296.8862563 9
15298.1526334 8
15298.7922708 9
15298.9281364 10
15301.5332464 9
15301.8958586 8
15302.0800177 9
15302.2766984 10
15302.9076781 11
15303.2588442 10
15303.3097193 11
15303.9266051 10
15303.9446274 11
15306.6020982 12
15307.0616173 11
15307.5944355 10
15307.7333957 11
15307.7654673 10
15307.9120937 11
15307.9122587 10
15308.5398184 9
15308.9024559 10
15309.1831972 11
15310.505168 10
15311.4296001 9
15311.5578471 10
15312.6700787 9
15312.7134584 10
15312.8246513 11
15313.1495969 10
15313.4813696 9
15314.0784869 8
15314.188861 9
15314.3833365 10
15314.7617657 9
15314.8753544 10
15315.8383467 11
15316.6815539 12
15317.0351968 11
15317.5405854 12
15318.045052 13
15318.1360783 12
15318.2289123 11
15318.2586084 10
15319.7040402 9
15320.4508968 8
15321.4578015 9
15322.021349 10
15322.0346542 11
15322.7838432 12
15323.2700935 11
15323.5200548 12
15324.3770219 13
15326.3333716 12
15326.36634 11
15326.4334046 10
15326.6442142 9
15326.7352975 10
15327.4131419 9
15327.6121935 8
15328.3807357 7
15328.4694269 8
15329.5450903 9
15329.9253879 8
15330.0957075 7
15330.1533663 6
15330.9343287 7
15331.2411224 6
15331.7389376 7
15332.1568707 6
15332.6325612 7
15333.3666245 8
15333.9485053 7
15334.1639887 6
15334.1725974 5
15334.2413596 4
15336.125906 3
15336.1785112 2
15336.5097607 1
15336.6577401 0
15337.6640607 1
15337.8532427 2
15337.9712872 1
15338.3836459 0
15339.269087 1
15339.6494747 0
15339.7211018 1
15339.8305296 0
15340.5384307 1
15340.9608404 0
15344.369462 1
15344.5305106 0
15344.7305425 1
15346.2003125 2
15346.2407131 1
15346.4551746 0
15347.983804 1
15348.4834174 2
15348.8844985 3
15349.045899 2
15349.4187057 1
15349.8750111 0
15353.9242333 1
15353.977871 2
15353.9950907 1
15355.2700122 2
15355.5338262 3
15356.1138933 2
15356.6030943 3
15357.7889444 4
15358.3154651 3
15359.0640851 4
15359.1306029 3
15360.044575 4
15360.839761 3
15361.1443138 4
15361.9300105 3
15362.0904413 2
15362.2157292 3
15362.2989595 2
15362.3460081 1
15362.626317 2
15362.9119276 1
15363.1050428 2
15363.3588167 3
15363.7760543 2
15363.8928201 3
15364.1414937 4
15364.2811843 3
15365.3329797 2
15365.4906002 1
15365.9095971 2
15366.0041445 3
15366.4417617 4
15367.3823911 5
15367.7924606 4
15368.1115062 3
15368.3621208 4
15369.1650325 5
15369.4181163 6
15369.76733 7
15370.0437448 8
15371.3345475 7
15372.0753707 6
15373.4401481 5
15373.9264643 6
15375.4177103 5
15375.6610173 4
15375.7514214 5
15376.7473442 6
15377.2422936 5
15377.5993815 6
15378.3097743 5
15378.3923078 4
15378.4017963 5
15378.9734439 4
15379.1017707 3
15379.1128547 4
15379.2473313 3
15379.5575157 2
15379.8200387 1
15380.519748 2
15380.7111239 1
15381.5228532 2
15381.7881615 1
15382.0495812 0
15382.2604784 1
15382.435304 0
15385.2038994 1
15385.8105436 0
15386.866604 1
15387.4186626 2
15387.856831 3
15388.8197385 4
15389.0493884 5
15389.2330818 4
15389.3183222 3
15389.4632658 4
15389.639007 3
15391.1002103 2
15391.7910643 1
15392.0234134 0
15393.2827657 1
15393.5187696 0
15394.9477623 1
15397.3479159 2
15397.9724658 3
15398.9774863 4
15400.4436871 5
15401.6060089 4
15401.8726633 3
15402.1864214 4
15404.0352888 3
15404.0481424 4
15404.2210227 3
15405.4863567 2
15406.3848118 3
15406.7308847 4
15406.9531276 5
15406.9726507 6
15408.8805283 7
15409.9239483 6
15410.1717637 5
15410.2427905 4
15410.657639 3
15411.8494288 4
15412.8984049 5
15413.7259593 6
15414.5224539 5
15415.2325323 4
15415.6602069 5
15416.1093345 4
15416.2561343 5
15416.3390346 6
15417.0644288 5
15417.2084346 4
15417.3236819 3
15418.0464849 2
15418.1016157 1
15418.4708874 2
15418.8028627 1
15418.8548103 2
15420.3149554 1
15421.054605 0
15421.7743661 1
15422.5386661 0
15423.256302 1
15423.3610984 2
15423.6071121 1
15423.6102645 2
15423.7956078 1
15424.1309323 2
15424.1981433 1
15424.5438575 0
15424.8156421 1
15424.9040617 2
15425.1232507 1
15425.212183 0
15425.2381317 1
15425.373448 0
15425.3865396 1
15425.5233202 0
15426.2030319 1
15426.5464937 0
15428.7815655 1
15428.9272769 2
15429.8832451 1
15430.8613142 2
15431.0029737 1
15431.1969802 2
15431.2953376 1
15431.3102502 0
15434.8538477 1
15435.0600252 2
15435.4446493 1
15435.5913929 0
15437.4778304 1
15437.8659057 0
15438.142866 1
15438.3133906 0
15438.7045188 1
15438.7458341 0
15439.8644885 1
15439.8895982 0
15441.3077512 1
15441.323428 2
15441.8086724 3
15441.9365927 2
15442.0287868 1
15442.2830461 0
15444.2897816 1
15444.6367018 2
15444.7876917 3
15444.7897902 2
15445.1364933 3
15445.1997574 4
15445.493538 5
15445.6749773 6
15446.5156621 5
15448.539983 4
15448.6149758 3
15448.9779338 2
15449.0783559 3
15450.5265824 2
15450.7839052 1
15451.0002625 0
15451.9465868 1
15452.4614442 0
15452.6657014 1
15452.8640406 0
15454.9370442 1
15456.2535211 0
15456.4854612 1
15456.5000396 2
15456.5655323 1
15456.6086713 0
15456.8737175 1
15457.1429522 0
15458.2163981 1
15458.6553178 0
15461.8622022 1
15461.9990497 2
15462.5387647 1
15462.7759245 0
15464.688633 1
15465.9222837 0
15466.6531653 1
15467.4799353 2
15467.5572347 3
15468.5785371 4
15468.965176 3
15469.5126919 4
15470.2949794 5
15470.9191074 6
15471.0023358 7
15471.19891 6
15471.5886809 5
15471.6914905 4
15471.7573999 3
15471.7814806 2
15472.2087915 3
15473.4525961 4
15473.9846765 3
15474.4201931 4
15474.8150365 3
15474.9742252 2
15475.4775713 1
15475.5742655 0
15477.9266111 1
15478.1193322 2
15478.3513779 1
15478.9562466 2
15478.9760639 3
15479.7167502 4
15479.9479119 5
15479.9994591 4
15480.8312384 3
15481.2586662 2
15482.590848 1
15482.6970904 2
15482.8236913 3
15483.5537095 2
15484.7085505 1
15487.0861657 2
15488.2862178 3
15488.312428 4
15488.3215989 5
15488.5278356 6
15488.7197876 7
15488.9477612 6
15489.3953681 7
15489.4199274 8
15490.1513823 9
15490.9440759 8
15491.0235494 9
15491.2908843 10
15491.40569 11
15492.5723168 10
15492.7565324 11
15493.2815875 10
15494.3118378 9
15494.6481309 8
15495.402461 9
15495.8432942 10
15496.466087 11
15496.538285 10
15497.470935 11
15497.7073641 12
15498.3694959 11
15498.6720395 10
15498.7054352 11
15499.0523467 12
15499.8697583 11
15500.2382078 12
15501.0455006 13
15501.3630253 12
15501.8144408 13
15502.4965509 14
15503.27933 15
15503.4237813 16
15505.48661 17
15505.5850468 16
15507.1172514 17
15507.8240883 18
15508.0356034 17
15508.2173416 16
15509.0666784 17
15510.4167404 18
15513.3589019 17
15513.679195 18
15514.9685979 19
15515.5230072 20
15515.9658449 21
15516.9299078 22
15517.416878 23
15517.4705428 22
15517.5044299 23
15517.6458696 24
15517.7510607 23
15519.2146548 24
15519.5727266 23
15519.7208144 24
15519.7599319 23
15519.9802617 22
15520.2899738 23
15520.7033857 22
15521.1887645 21
15521.5276128 22
15521.6152113 23
15521.6509743 24
15522.5878296 25
15523.4567185 24
15523.7520854 25
15524.4179728 24
15525.2611232 23
15525.3270039 22
15525.4676121 23
15525.5658657 24
15526.1741747 23
15526.3983344 22
15526.4559404 21
15527.8175329 22
15528.1972349 21
15528.5409965 20
15528.7516512 19
15529.3078004 18
15529.8896252 19
15530.3554725 18
15530.7855553 17
15532.3355137 18
15532.3876747 17
15534.4657748 16
15534.8297107 15
15535.0006162 16
15535.0718286 15
15535.1372355 16
15535.365606 15
15535.4288416 14
15535.6163719 15
15535.852485 16
15536.3452743 17
15537.6685284 16
15538.9512793 15
15540.9480773 14
15541.0818003 13
15542.2598398 12
15542.8243474 11
15544.5699865 12
15544.8371432 11
15545.0310264 12
15546.5767301 11
15546.8738077 12
15547.3008786 13
15547.3972238 12
15548.2061188 11
15548.2102677 10
15548.47335 11
15549.0902359 10
15549.2934898 11
15549.4163089 10
15549.964847 9
15549.9842049 8
15550.0757962 9
15550.2306872 8
15550.6354329 7
15550.9502221 6
15551.0144279 7
15552.8641299 6
15552.9197014 5
15553.6387451 4
15553.8138751 5
15554.035604 4
15554.5588388 5
15554.7885793 6
15554.8524615 7
15554.9252881 8
15554.9633592 9
15555.8832247 10
15556.8629229 11
15557.6064544 10
15558.7743956 9
15558.8842136 10
15559.2826548 11
15561.2124955 10
15561.554856 11
15562.6846479 12
15562.7451245 13
15562.7612787 14
15562.7630254 13
15562.8180787 14
15563.2837868 13
15563.584514 14
15564.7165 13
15565.5325214 12
15565.5716253 13
15565.7010625 12
15566.6400149 11
15567.5087251 12
15568.4501374 11
15569.3075471 12
15569.677731 13
15570.6248992 14
15572.0023321 13
15572.0970176 12
15572.5470478 11
15572.8585538 12
15573.6111486 13
15573.7729957 12
15574.6649538 11
15575.4531188 12
15575.6072612 11
15575.6846214 10
15575.8764964 9
15576.2811267 8
15577.5538768 9
15578.5136619 10
15580.0156653 9
15581.4920911 8
15581.9931773 7
15582.0203616 8
15582.1052558 7
15582.6241422 6
15584.0498723 5
15585.3380758 4
15585.5677706 3
15585.788241 2
15586.2672243 3
15586.3146003 2
15586.3872462 1
15586.5646717 2
15586.8298113 3
15587.4809699 2
15587.5544214 1
15587.843366 0
15588.3286908 1
15588.658515 0
15589.3944189 1
15590.2443538 2
15590.5157514 1
15590.7191093 0
15591.0541133 1
15591.2315261 0
15592.9474659 1
15593.3219038 0
15593.9604734 1
15594.0064509 0
15594.9637263 1
15595.38434 0
15595.4055528 1
15595.7269365 0
15596.4239966 1
15598.7611145 0
15599.40201 1
15599.9744279 0
15600.5528898 1
15601.4237226 0
15601.6093924 1
15601.701157 0
15604.0612338 1
15604.1041572 0
15604.7393937 1
15605.0925862 2
15605.7333869 1
15606.0388149 0
15606.8756534 1
15610.5529038 2
15610.8536154 1
15610.9648247 2
15611.7856695 3
15611.8827057 4
15612.3163174 5
15612.3642503 4
15612.6468139 5
15613.6260059 4
15615.3820141 3
15617.4742786 2
15617.663742 3
15619.7037848 2
15619.9919548 3
15620.6468502 2
15620.6615805 1
15621.8523864 2
15622.078156 1
15622.8080558 2
15623.1291383 1
15623.3220145 2
15624.8782744 1
15625.4838651 2
15627.9083977 3
15628.618581 2
15628.6897994 3
15629.4126681 4
15629.8984104 5
15629.9794604 6
15630.6982285 7
15632.3282699 6
15632.6813818 7
15633.4463643 6
15634.2457006 7
15634.8225627 8
15634.8260535 7
15634.9482409 6
15635.0524673 5
15635.8196125 4
15638.0164129 5
15638.0424391 4
15639.5981794 5
15640.8568317 6
15641.1488253 5
15641.2230365 6
15642.2462054 7
15642.9068102 8
15643.8551531 7
15644.4871085 8
15645.7770333 9
15647.1206361 10
15647.1500213 11
15648.2374951 12
15650.1737832 13
15650.6239153 12
15650.8074485 11
15650.9424376 10
15651.2927152 9
15652.1973375 8
15652.3221374 9
15652.4696187 10
15652.5479132 9
15653.2086441 8
15654.1937735 7
15654.7358631 6
15654.7866847 7
15654.9527225 6
15655.9222244 7
15655.9899162 8
15655.9944075 9
15657.1542645 10
15657.8601402 9
15659.2239777 10
15659.2263001 9
15660.9715186 10
15661.056017 9
15661.1728004 10
15661.2158606 9
15661.8416492 8
15662.8509478 9
15663.0200252 10
15663.1162806 11
15663.8901031 12
15664.1255121 13
15664.9006126 12
15665.4121419 11
15666.2295566 12
15667.6555976 11
15669.0987218 12
15669.3342061 13
15669.3509033 12
15669.423872 11
15669.8423645 12
15670.6598213 11
15670.7613316 10
15670.8016606 11
15670.8295347 12
15670.9698064 13
15671.1893334 12
15671.2748818 13
15671.3655225 14
15671.3673739 13
15671.7914202 12
15672.7253389 11
15673.5477934 12
15673.8380098 11
15675.4293579 10
15675.7035171 9
15675.8461535 8
15675.869384 9
15676.0286677 8
15676.3620241 7
15677.1304636 6
15678.0886591 7
15678.7793738 8
15679.3176942 9
15680.246213 10
15680.6399604 11
15681.3896907 10
15682.7483203 11
15684.8667139 12
15685.6505545 11
15685.651566 10
15685.9122625 11
15686.4890643 12
15687.0686774 13
15687.827803 14
15688.4298334 15
15690.4002876 14
15690.5772221 13
15690.6201697 14
15691.067009 15
15691.2949238 14
15691.3431662 13
15692.1736646 12
15692.4760228 13
15693.2407087 14
15693.337927 15
15694.4350772 16
15694.6563043 17
15695.707785 16
15695.9370268 15
15696.0942476 14
15696.2686078 13
15696.5112481 12
15696.5177336 11
15697.5663984 10
15698.907761 9
15699.072858 8
15700.710823 9
15700.8588999 8
15700.8849682 7
15701.5170553 6
15702.0144975 5
15702.3519233 6
15703.8540661 7
15704.7024102 6
